layer,neuron_id,doc_token_id,doc_token_str,title,freq,freq_frac,score_mean,score_max
23,858,39248,@DOC_ID_-3371328514111554365@,,13,0.02,2353.457017164964,6534.3095703125
23,858,34456,@DOC_ID_6597877435807469736@,,13,0.02,2327.062842735877,6461.025390625
23,858,35935,@DOC_ID_-6597693237163065819@,,13,0.02,2326.637094350961,6459.8447265625
23,858,39441,@DOC_ID_6657707097106367694@,,13,0.02,2276.283747746394,6320.0390625
23,933,35736,@DOC_ID_3296879172372039337@,,12,0.02,3716.037048339844,7603.4267578125
23,933,34778,@DOC_ID_5343027222358658159@,,12,0.02,3456.716018676758,7072.828125
23,933,34833,@DOC_ID_5096418105931989292@,,12,0.02,3128.5810902913413,6401.4267578125
23,933,39087,@DOC_ID_1123752103554588695@,,12,0.02,2962.2000528971357,6060.99169921875
23,933,35044,@DOC_ID_-1858663257647537024@,,12,0.02,2942.145792643229,6019.958984375
23,933,33530,@DOC_ID_1943027854478042165@,,12,0.02,2908.6256001790366,5951.37353515625
23,933,33746,@DOC_ID_-5864334838660716882@,,12,0.02,2890.7687377929688,5914.8359375
23,933,34092,@DOC_ID_5826222159458573899@,,12,0.02,2839.3150380452475,5809.5556640625
23,933,32929,@DOC_ID_-9030201749051665175@,,12,0.02,2815.61447652181,5761.0615234375
23,933,41687,@DOC_ID_4828720009747346367@,,12,0.02,2714.2517852783203,5553.66259765625
